Item Id,Cert Number,Stock Num,Shape,Carat,Color,Clarity,Cut,Polish,Sym,Fluor,Lab,Shade,Milky,Rap $/Ct,Rap Total,Rap %,$/Ct,Total Price,Aging,Rank,Count,My Stock,My Sales,My YTD Sales,Measurements,Ratio,Table,Depth,Key To Symbol,Cert Comments,BIC,BIS,WIS,WIC,OT,OC,OP,Crown Angle,Crown Height,Pav Angle,Pav Depth,Carat Range,Location,Broad Count,Turn,Overhang,Needs,Needs/Surplus,Grouped Needs
12759771,5493336679,31098-169,Round,1.31,E,VS1,EX,EX,EX,None,GIA,None,None,7900,10349,-37,4978,6521,349,1,11,3,0,0,7.00 x 6.95 x 4.37,1.01,59,62.7,"cloud, needle, crystal",Additional clouds are not shown. Pinpoints are not shown.,V Light,None,Light,Light,None,None,None,35,14.5,41.6,44.5,1.30-1.39,India,82,0,147,-3,,4
14767656,1519485410,41082-42,Round,1.3,E,VS1,EX,EX,EX,Strong,GIA,None,None,7900,10270,-48,4108,5341,60,3,24,3,0,0,6.99 x 6.94 x 4.35,1.01,58,62.5,"crystal, feather, cloud, pinpoint",Surface graining is not shown.,V Light,V Light,Light,Light,None,None,None,36,15.5,41.2,43.5,1.30-1.39,India,132,0,147,-3,,4
14900044,6512610999,41108-40,Round,1.3,E,VS2,EX,EX,EX,None,GIA,None,None,6600,8580,-33,4423,5750,40,2,4,1,1,1,6.95 x 6.90 x 4.34,1.01,58,62.7,"crystal, feather",Pinpoints are not shown.,V Light,V Light,Light,Light,None,Light,Light,36,15.5,40.8,43,1.30-1.39,India,111,1.9,125.7,0.5,,4
15084417,6512769377,41137-121,Round,1.3,F,VVS1,EX,EX,EX,None,GIA,None,None,9700,12610,-26,7178,9332,25,12,19,1,0,2,7.08 x 7.04 x 4.32,1.01,56,61.2,"pinpoint, feather",-,None,None,Light,V Light,None,None,None,36,16,40.6,43,1.30-1.39,India,64,1.7,104.6,1,needs,11.5
14900039,6512601690,41111-23,Round,1.3,F,VS1,EX,EX,EX,Faint,GIA,Other,None,7200,9360,-40,4321,5617,40,2,16,1,1,1,6.97 x 6.93 x 4.38,1.01,57,63.1,"cloud, needle, indented_natural","Additional clouds, internal graining and surface graining are not shown.",None,None,Light,Light,None,None,None,34,14.5,41.8,44.5,1.30-1.39,India,153,2.5,116.3,0.5,,4
14900029,6511601658,41124-22,Round,1.3,F,VS2,EX,EX,EX,None,GIA,None,None,6000,7800,-31,4140,5382,40,1,7,1,0,1,7.02 x 6.97 x 4.31,1.01,59,61.6,"cloud, feather",Additional clouds are not shown. Pinpoints are not shown.,V Light,None,Light,Light,None,None,None,33.5,13.5,41.4,44,1.30-1.39,India,174,6.4,55.7,1.5,needs,4
14812667,1518542830,41094-5,Round,1.3,G,VVS2,EX,EX,EX,None,GIA,None,None,7000,9100,-32,4760,6188,53,1,3,1,1,2,7.03 x 6.99 x 4.32,1.01,59,61.7,"cloud, feather, knot",Additional clouds are not shown. Pinpoints are not shown.,None,None,Light,Light,Light,None,None,32,13,41.8,44.5,1.30-1.39,India,110,3,125,0.5,,3
15084084,6511757134,41147-4,Round,1.3,G,VS2,EX,EX,EX,None,GIA,None,None,5400,7020,-33,3618,4704,25,7,21,5,2,5,6.94 x 6.89 x 4.39,1.01,55,63.4,"crystal, feather, needle",Clouds are not shown. Pinpoints are not shown.,Light,None,Light,Light,None,None,None,36.5,17,40.6,43,1.30-1.39,India,218,2.2,148.1,1,needs,3
15177974,2517645130,41122-12,Round,1.3,G,VS2,EX,EX,EX,Medium,GIA,None,None,5400,7020,-44,3024,3932,13,1,22,5,2,5,7.00 x 6.95 x 4.36,1.01,58,62.5,"crystal, feather, cloud","Pinpoints, additional clouds and internal graining are not shown.",Light,Light,Light,Light,None,None,None,34.5,14.5,41.8,44.5,1.30-1.39,India,250,2.2,148.1,1,needs,3
13272454,5493827900,U-1783,Round,1.31,G,VS2,EX,EX,EX,None,GIA,None,None,5400,7074,-34,3564,4669,294,6,21,5,2,5,6.99 x 6.94 x 4.34,1.01,58,62.4,"crystal, cloud","Additional clouds, pinpoints and surface graining are not shown.",Light,V Light,Light,Light,None,None,None,36,15.5,40.8,43,1.30-1.39,India,218,2.2,148.1,1,needs,3
15276356,6511838968,41154-3,Round,1.3,G,VS2,EX,EX,EX,None,GIA,None,None,5400,7020,-32,3673,4774,3,10,21,5,2,5,6.96 x 6.93 x 4.31,1,57,62.1,"crystal, cloud, pinpoint",Additional pinpoints are not shown.,Light,None,None,Light,None,N/A,None,35,15,40.6,43,1.30-1.39,India,218,2.2,148.1,1,needs,3
14900004,7513610995,41128-18,Round,1.31,G,VS2,EX,EX,EX,None,GIA,None,None,5400,7074,-36,3456,4528,40,2,21,5,2,5,7.01 x 6.99 x 4.34,1,59,62.1,"crystal, feather, needle","Clouds, pinpoints and surface graining are not shown.",Light,Light,Light,Light,None,None,None,35,14.5,41.2,43.5,1.30-1.39,India,218,2.2,148.1,1,needs,3
13074187,6491602728,31130-144,Round,1.3,H,VS2,EX,EX,EX,None,GIA,None,Light,4800,6240,-43,2736,3557,315,2,24,1,1,8,6.98 x 6.93 x 4.35,1.01,58,62.5,"crystal, needle",Clouds are not shown. Pinpoints are not shown.,None,Light,Light,Light,None,None,None,36,15.5,41,43.5,1.30-1.39,India,250,2.4,19.5,6,needs,11
14577710,7511309762,41046-12,Round,1.2,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10440,-40,5220,6264,90,10,18,8,2,5,6.79 x 6.76 x 4.20,1,58,61.9,"crystal, feather, pinpoint",-,Light,None,Light,V Light,None,None,None,35.5,15,40.6,43,1.20-1.29,India,56,1.6,316.2,-3.5,,5
14968191,7518485641,41084-15,Round,1.21,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10527,-38,5394,6527,32,14,18,8,2,5,6.81 x 6.78 x 4.22,1,58,62.1,"cloud, needle",Additional clouds are not shown. Pinpoints are not shown.,V Light,None,None,Light,None,None,None,35.5,15,40.8,43,1.20-1.29,India,56,1.6,316.2,-3.5,,5
14767667,1515485697,41081-63,Round,1.2,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10440,-40,5220,6264,60,10,18,8,2,5,6.79 x 6.75 x 4.22,1.01,57,62.3,"crystal, feather, needle, cloud",Additional clouds are not shown. Pinpoints are not shown.,Light,Light,Light,Light,Light,None,None,35.5,15.5,40.8,43,1.20-1.29,India,56,1.6,316.2,-3.5,,5
14541693,2516242478,41037-75,Round,1.2,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10440,-42,5046,6055,97,4,18,8,2,5,6.74 x 6.70 x 4.27,1.01,56,63.5,"crystal, feather, needle, indented_natural, natural",Pinpoints are not shown.,Light,None,Light,Light,None,None,None,36.5,16.5,41,43.5,1.20-1.29,India,56,1.6,316.2,-3.5,,5
14900032,1519626033,41122-9,Round,1.22,D,VS1,EX,EX,EX,Faint,GIA,None,None,8700,10614,-49,4438,5414,40,2,23,8,2,5,6.86 x 6.81 x 4.23,1.01,58,61.8,"crystal, pinpoint",Additional pinpoints are not shown. Surface graining is not shown.,V Light,None,V Light,Light,None,None,None,34,14,41,43.5,1.20-1.29,India,79,1.6,316.2,-3.5,,5
15084403,2514722540,41137-55,Round,1.25,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10875,-36,5568,6960,25,17,18,8,2,5,6.89 x 6.86 x 4.27,1,58,62.2,"cloud, feather, needle",Additional clouds are not shown. Pinpoints are not shown.,Light,None,Light,Light,None,None,None,35.5,15,40.8,43,1.20-1.29,India,56,1.6,316.2,-3.5,,5
12509910,3475900041,22034-48,Round,1.2,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10440,-42,5046,6055,378,4,18,8,2,5,6.81 x 6.79 x 4.25,1,56,62.6,"crystal, needle, pinpoint, indented_natural, natural","Additional pinpoints, clouds and surface graining are not shown.",V Light,V Light,Light,None,None,None,None,33.5,14.5,41.4,44,1.20-1.29,India,56,1.6,316.2,-3.5,,5
12438882,1498004024,31068-119,Round,1.2,D,VS1,EX,EX,EX,None,GIA,None,None,8700,10440,-43,4960,5951,385,1,18,8,2,5,6.83 x 6.78 x 4.23,1.01,58,62.2,"crystal, cloud, needle",Additional clouds are not shown. Pinpoints are not shown.,Light,None,None,Light,None,None,None,35,14.5,41.4,44,1.20-1.29,India,56,1.6,316.2,-3.5,,5
15276357,2517773650,41137-149,Round,1.2,E,VS1,EX,EX,EX,None,GIA,None,None,7900,9480,-38,4899,5878,3,8,17,3,0,0,6.91 x 6.87 x 4.10,1.01,62,59.5,"crystal, feather, needle",Pinpoints are not shown. Surface graining is not shown.,Light,Light,Light,V Light,None,N/A,V Light,33,12.5,41,43.5,1.20-1.29,India,108,1.6,340.4,-1.5,,5
14732043,7518401879,41062-19,Round,1.25,E,VS1,EX,EX,EX,None,GIA,None,None,7900,9875,-41,4661,5827,67,5,17,3,0,0,6.92 x 6.89 x 4.29,1,59,62.1,"feather, cloud, needle, pinpoint",Additional clouds are not shown. Additional pinpoints are not shown.,Light,None,Light,Light,None,None,V Light,32.5,13,41.8,44.5,1.20-1.29,India,108,1.6,340.4,-1.5,,5
14732035,2514262982,41041-6,Round,1.2,E,VS1,EX,EX,EX,None,GIA,None,None,7900,9480,-43,4504,5405,67,2,17,3,0,0,6.72 x 6.76 x 4.28,0.99,56,63.5,"cavity, cloud, needle, pinpoint, indented_natural, natural, extra_facet",Additional pinpoints are not shown.,V Light,None,Light,V Light,None,None,None,36.5,16.5,41,43.5,1.20-1.29,India,108,1.6,340.4,-1.5,,5
12438761,7498010323,31074-65,Round,1.25,E,VS2,EX,EX,EX,None,GIA,None,None,6600,8250,-42,3828,4785,385,8,21,2,2,2,6.89 x 6.86 x 4.30,1,57,62.5,"crystal, cloud, needle",Additional clouds are not shown. Pinpoints are not shown.,Light,V Light,Light,Light,None,None,None,35,15,41.2,43.5,1.20-1.29,India,183,3.9,90.3,1,needs,5
14368670,6512011319,41012-37,Round,1.21,E,VS2,EX,EX,EX,None,GIA,None,None,6600,7986,-42,3829,4633,125,5,21,2,2,2,6.79 x 6.76 x 4.24,1,57,62.6,"crystal, cloud, needle",Pinpoints are not shown.,Light,None,None,Light,None,None,None,35.5,15.5,40.8,43,1.20-1.29,India,183,3.9,90.3,1,needs,5
14900034,7518619466,41112-16,Round,1.2,F,VVS1,EX,EX,EX,Strong,GIA,None,None,9700,11640,-53,4559,5471,40,1,31,1,1,3,6.75 x 6.70 x 4.21,1.01,57,62.6,"pinpoint, feather, natural",-,None,None,Light,V Light,None,None,None,36,15.5,40.6,42.5,1.20-1.29,India,134,2.7,32.7,3,needs,19
14812666,6511571926,41124-9,Round,1.22,F,VVS2,EX,EX,EX,None,GIA,None,None,8400,10248,-38,5209,6354,53,3,14,1,1,2,6.82 x 6.78 x 4.27,1.01,58,62.7,"cloud, crystal, needle",Additional clouds are not shown. Pinpoints are not shown.,V Light,V Light,Light,Light,None,None,None,35,14.5,41.4,44,1.20-1.29,India,106,2.6,67.7,1.5,needs,19
14900007,1513453195,41081-23,Round,1.2,F,VS2,EX,EX,EX,None,GIA,None,None,6000,7200,-36,3841,4609,40,11,34,1,2,3,6.81 x 6.77 x 4.22,1.01,58,62.2,"crystal, cloud, feather, needle, natural","Additional clouds, pinpoints and surface graining are not shown.",Light,None,Light,Light,None,None,V Light,35,15,41,43.5,1.20-1.29,India,250,5,58.3,2,needs,5
14967990,2518715499,41137-22,Round,1.2,G,VVS1,EX,EX,EX,Strong,GIA,None,None,7700,9240,-55,3465,4158,32,2,24,1,1,3,6.80 x 6.76 x 4.26,1.01,58,62.8,"cloud, feather",-,None,None,Light,None,None,None,None,34.5,14,41.8,44.5,1.20-1.29,India,167,3.6,52.2,1.5,needs,6.5
14767413,2517485606,41090-18,Round,1.2,G,VS1,EX,EX,EX,Faint,GIA,None,None,6200,7440,-49,3163,3795,60,1,34,1,5,9,6.84 x 6.80 x 4.23,1.01,59,61.9,"crystal, feather, needle, pinpoint",Additional pinpoints are not shown.,Light,None,None,Light,None,None,None,33.5,13.5,41.8,44.5,1.20-1.29,India,250,3.3,28.7,4.5,needs,12.5
15083627,6515787496,41128-67,Round,1.23,H,VVS1,EX,EX,EX,Faint,GIA,Brown,None,5800,7134,-48,3016,3710,25,2,23,1,1,1,6.90 x 6.86 x 4.23,1.01,56,61.5,"pinpoint, feather",Internal graining is not shown. Surface graining is not shown.,None,V Light,None,Light,None,None,None,34.5,15,40.6,43,1.20-1.29,India,153,1.2,285.2,-0.5,,8
15083628,6515787497,41139-7,Round,1.2,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6240,-40,3120,3745,25,18,44,8,5,6,6.78 x 6.75 x 4.23,1,58,62.5,"feather, cloud",-,None,None,Light,Light,None,None,None,35.5,15,41.2,43.5,1.20-1.29,India,326,1.2,191.6,-1,,4.5
12894961,1495359344,31100-137,Round,1.23,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6396,-43,2965,3647,336,7,44,8,5,6,6.96 x 6.91 x 4.16,1.01,59,60,"cloud, crystal, feather, needle",Pinpoints are not shown. Surface graining is not shown.,None,V Light,Light,Light,V Light,None,None,34,13.5,40.6,42.5,1.20-1.29,India,250,1.2,191.6,-1,,4.5
13160547,3495721053,31140-136,Round,1.2,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6240,-45,2861,3433,308,2,44,8,5,6,6.78 x 6.74 x 4.22,1.01,58,62.5,"crystal, indented_natural, needle","Clouds, pinpoints and surface graining are not shown.",Light,V Light,Light,Light,None,None,None,36,15.5,40.8,43,1.20-1.29,India,250,1.2,191.6,-1,,4.5
13216660,6491799372,31143-52,Round,1.23,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6396,-43,2965,3647,301,7,44,8,5,6,6.84 x 6.80 x 4.26,1.01,57,62.4,"crystal, cloud, needle","Additional clouds, pinpoints and surface graining are not shown.",None,V Light,Light,Light,None,None,None,35.5,15.5,40.8,43,1.20-1.29,India,250,1.2,191.6,-1,,4.5
12438879,1488909799,31068-24,Round,1.2,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6240,-45,2861,3433,385,3,44,8,5,6,6.81 x 6.77 x 4.18,1.01,59,61.6,"crystal, feather, indented_natural, cloud, pinpoint",Additional pinpoints are not shown. Surface graining is not shown.,V Light,None,Light,Light,None,None,None,34.5,14,41,43.5,1.20-1.29,India,250,1.2,191.6,-1,,4.5
12313502,1488837865,31068-5,Round,1.2,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6240,-45,2861,3433,404,2,44,8,5,6,6.79 x 6.74 x 4.22,1.01,59,62.4,"crystal, cloud, pinpoint",Additional clouds are not shown. Additional pinpoints are not shown.,Light,V Light,Light,Light,None,None,V Light,35.5,14.5,41.2,43.5,1.20-1.29,India,250,1.2,191.6,-1,,4.5
13160553,1495740667,31143-9,Round,1.21,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6292,-42,3016,3650,308,12,44,8,5,6,6.84 x 6.82 x 4.21,1,59,61.6,"cloud, needle","Additional clouds, pinpoints and surface graining are not shown.",V Light,V Light,Light,Light,None,None,None,34.5,14,41.2,43.5,1.20-1.29,India,250,1.2,191.6,-1,,4.5
13074195,5496669963,31140-23,Round,1.21,H,VS1,EX,EX,EX,None,GIA,None,None,5200,6292,-42,3016,3650,315,12,44,8,5,6,6.80 x 6.75 x 4.23,1.01,58,62.5,"cloud, crystal, needle",Additional clouds are not shown. Pinpoints are not shown.,None,V Light,Light,Light,None,None,None,36,15.5,40.8,43,1.20-1.29,India,250,1.2,191.6,-1,,4.5
12840573,7493260209,U-1784,Round,1.29,H,VS2,EX,EX,EX,None,GIA,None,None,4800,6192,-39,2928,3777,343,58,67,6,10,14,6.96 x 6.91 x 4.35,1.01,58,62.7,"cloud, feather, needle",Additional clouds are not shown. Surface graining is not shown.,None,None,Light,Light,None,None,None,34,14,41.6,44.5,1.20-1.29,India,596,1.7,86.5,5.5,needs,4.5
14148927,6501754247,31214-31,Round,1.2,H,VS2,EX,EX,EX,None,GIA,None,None,4800,5760,-47,2545,3053,168,3,67,6,10,14,6.77 x 6.73 x 4.26,1.01,55,63.2,"crystal, needle, indented_natural, natural",Pinpoints are not shown.,Light,Light,Light,Light,None,Light,Light,36.5,17,40.6,42.5,1.20-1.29,India,500,1.7,86.5,5.5,needs,4.5
14148940,6505755189,U-1785,Round,1.27,H,VS2,EX,EX,EX,None,GIA,None,None,4800,6096,-40,2881,3658,168,54,67,6,10,14,6.88 x 6.85 x 4.30,1,57,62.7,"feather, crystal, needle",Clouds are not shown. Pinpoints are not shown.,Light,Light,Light,V Light,None,None,None,36,15.5,40.6,43,1.20-1.29,India,500,1.7,86.5,5.5,needs,4.5
12699074,7491274003,31092-167,Round,1.26,H,VS2,EX,EX,EX,None,GIA,None,Light,4800,6048,-45,2640,3327,357,18,70,6,10,14,6.92 x 6.87 x 4.31,1.01,57,62.5,"feather, crystal, needle",Clouds are not shown. Surface graining is not shown.,V Light,None,Light,Light,None,None,None,35.5,15.5,41.2,43.5,1.20-1.29,India,500,1.7,86.5,5.5,needs,4.5
12438880,7492009589,31069-89,Round,1.2,H,VS2,EX,EX,EX,None,GIA,None,None,4800,5760,-44,2688,3226,385,5,67,6,10,14,6.80 x 6.75 x 4.23,1.01,58,62.5,"cloud, crystal, feather, needle",Additional clouds are not shown. Pinpoints are not shown.,V Light,None,Light,Light,None,None,None,35,15,41.2,43.5,1.20-1.29,India,500,1.7,86.5,5.5,needs,4.5
12840562,6495391547,31117-19,Round,1.23,H,VS2,EX,EX,EX,None,GIA,None,Light,4800,5904,-45,2640,3248,343,7,70,6,10,14,6.82 x 6.78 x 4.26,1.01,58,62.7,"cloud, feather, crystal, needle",Additional clouds are not shown.,None,V Light,Light,Light,None,None,None,35.5,15,41,43.5,1.20-1.29,India,500,1.7,86.5,5.5,needs,4.5
14968364,1513722362,41137-69,Round,1.15,D,VVS1,EX,EX,EX,None,GIA,None,None,12800,14720,-41,7552,8685,32,4,11,3,0,0,6.78 x 6.75 x 4.12,1,59,60.9,"pinpoint, feather",Additional pinpoints are not shown.,None,None,Light,V Light,None,None,None,33,13.5,41.2,44,1.10-1.19,India,28,1,713.3,-2,surplus,-0.5
15178300,3515832468,41137-194,Round,1.15,D,VVS1,EX,EX,EX,None,GIA,None,None,12800,14720,-40,7681,8833,13,8,11,3,0,0,6.62 x 6.67 x 4.15,0.99,58,62.5,"pinpoint, feather",,None,None,Light,None,None,None,None,36,15.5,40.8,43,1.10-1.19,India,28,1,713.3,-2,surplus,-0.5
14812678,6512530819,41079-23,Round,1.15,D,VVS1,EX,EX,EX,None,GIA,None,None,12800,14720,-42,7424,8538,53,2,11,3,0,0,6.69 x 6.65 x 4.17,1.01,56,62.5,"pinpoint, cloud",Surface graining is not shown.,None,None,Light,V Light,None,None,None,36,16,40.6,42.5,1.10-1.19,India,28,1,713.3,-2,surplus,-0.5
14900009,6515625783,41128-30,Round,1.13,D,VVS2,EX,EX,EX,Strong,GIA,None,None,10200,11526,-60,4080,4611,40,4,17,1,0,1,6.64 x 6.59 x 4.15,1.01,57,62.6,pinpoint,Additional pinpoints are not shown.,None,None,V Light,V Light,None,None,None,36,15.5,40.6,43,1.10-1.19,India,59,1.1,249.7,-0.5,surplus,-0.5
12894971,1495295450,31098-136,Round,1.1,E,VS2,EX,EX,EX,None,GIA,None,None,6600,7260,-47,3499,3849,336,5,16,1,2,2,6.63 x 6.61 x 4.05,1,59,61.2,"crystal, cloud, feather, needle",Additional clouds are not shown. Pinpoints are not shown.,V Light,Light,Light,Light,None,None,None,34,14,41,43.5,1.10-1.19,India,141,0,336,-1,surplus,-1.5
15084096,6512769380,41137-137,Round,1.16,F,IF,EX,EX,EX,Medium,GIA,None,None,10700,12412,-56,4708,5461,25,4,12,1,0,0,6.79 x 6.74 x 4.18,1.01,59,61.8,,Minor details of polish are not shown.,None,None,None,None,None,None,None,32.5,13,41.8,44.5,1.10-1.19,India,61,0,25.7,-1,surplus,-0.5
14900012,2516601641,41099-58,Round,1.16,F,VS1,EX,EX,EX,None,GIA,Brown,None,7200,8352,-45,3960,4594,40,6,26,1,1,1,6.79 x 6.76 x 4.08,1,59,60.3,"cloud, needle, pinpoint","Additional clouds, internal graining and surface graining are not shown.",V Light,None,None,Light,None,None,None,32.5,13,40.8,43,1.10-1.19,India,154,1,346.5,-0.5,surplus,-1.5
14968366,2516592630,41101-23,Round,1.08,D,IF,EX,EX,EX,Faint,GIA,None,None,16000,17280,-50,8001,8641,32,1,13,2,1,1,6.65 x 6.64 x 3.99,1,59,60,,Surface graining is not shown. Minor details of polish are not shown.,None,None,None,None,None,None,None,32,13,41,43.5,1.05-1.09,India,25,3,74.8,3,needs,22
14968393,7511626029,41124-52,Round,1.09,D,IF,EX,EX,EX,None,GIA,None,None,16000,17440,-38,9920,10813,32,5,11,2,1,1,6.70 x 6.66 x 4.04,1.01,59,60.5,,Surface graining is not shown. Minor details of polish are not shown.,None,None,None,None,None,None,None,32.5,13,41.4,44,1.05-1.09,India,23,3,74.8,3,needs,22
14968190,2514601544,41109-36,Round,1.09,D,VVS2,EX,EX,EX,None,GIA,None,None,10200,11118,-41,6019,6560,32,3,9,1,3,3,6.59 x 6.55 x 4.11,1.01,58,62.6,"needle, pinpoint","Clouds, additional pinpoints, internal graining and surface graining are not shown.",V Light,None,V Light,Light,None,None,None,35,14.5,41.4,44,1.05-1.09,India,43,4,72.8,2,needs,22
15083854,6511715554,41137-41,Round,1.06,D,VS1,EX,EX,EX,Faint,GIA,None,None,8700,9222,-50,4351,4612,25,4,11,1,0,0,6.52 x 6.48 x 4.07,1.01,56,62.6,"crystal, needle",Pinpoints are not shown.,Light,V Light,None,None,None,None,None,35,15.5,41,43.5,1.05-1.09,India,62,1,359.6,-0.5,,4.5
14731820,5513445952,41099-1,Round,1.06,D,VS2,EX,EX,EX,None,GIA,None,None,7300,7738,-43,4161,4411,67,13,19,6,1,3,6.51 x 6.46 x 4.05,1.01,59,62.4,"crystal, cloud",Additional clouds are not shown. Pinpoints are not shown.,V Light,V Light,Light,Medium,None,None,None,34.5,14,41.2,43.5,1.05-1.09,India,81,2,410.8,-4,,4.5
14812616,3515555769,41128-1,Round,1.09,D,VS2,EX,EX,EX,Medium,GIA,None,None,7300,7957,-59,2993,3262,53,3,26,6,1,3,6.56 x 6.52 x 4.08,1.01,59,62.4,crystal,Pinpoints are not shown. Internal graining is not shown.,Light,Light,None,Light,None,None,None,36,15,40.8,43,1.05-1.09,India,101,2,410.8,-4,,4.5
13074239,5496641957,31138-64,Round,1.09,D,VS2,EX,EX,EX,None,GIA,None,None,7300,7957,-49,3723,4058,315,6,19,6,1,3,6.57 x 6.52 x 4.10,1.01,57,62.6,"crystal, cloud, feather, needle",Additional clouds are not shown. Pinpoints are not shown.,Light,V Light,Light,Light,None,None,None,35.5,15,41,43.5,1.05-1.09,India,81,2,410.8,-4,,4.5
14967690,7511716420,41124-101,Round,1.09,D,VS2,EX,EX,EX,Strong,GIA,None,None,7300,7957,-60,2920,3183,32,2,26,6,1,3,6.61 x 6.57 x 4.05,1.01,59,61.5,"feather, crystal, cloud, etch_channel","Additional clouds, pinpoints and surface graining are not shown.",None,Light,Light,Light,None,None,None,34.5,14,41,43.5,1.05-1.09,India,101,2,410.8,-4,,4.5
14967977,6511723116,41137-61,Round,1.09,D,VS2,EX,EX,EX,Faint,GIA,None,None,7300,7957,-52,3504,3820,32,3,19,6,1,3,6.65 x 6.63 x 4.03,1,58,60.8,"crystal, feather, cloud, needle","Additional clouds, pinpoints and surface graining are not shown.",V Light,None,Light,Light,None,None,None,33.5,14,40.8,43,1.05-1.09,India,81,2,410.8,-4,,4.5
14967993,6515679719,41129-63,Round,1.08,D,VS2,EX,EX,EX,None,GIA,None,None,7300,7884,-42,4235,4573,32,15,19,6,1,3,6.61 x 6.57 x 4.02,1.01,58,61,"crystal, feather, cloud, needle",Additional clouds are not shown. Pinpoints are not shown.,Light,Light,Light,Light,None,None,None,34,14,40.8,43,1.05-1.09,India,81,2,410.8,-4,,4.5
14968351,7513619485,41108-44,Round,1.09,E,IF,EX,EX,EX,None,GIA,None,None,12500,13625,-42,7250,7903,32,3,7,2,1,2,6.65 x 6.60 x 4.10,1.01,58,61.8,,Surface graining is not shown. Minor details of polish are not shown.,None,None,None,None,None,None,None,34,14.5,41.4,44,1.05-1.09,India,30,3,164,0,,22
14767666,7518473475,41060-87,Round,1.07,E,IF,EX,EX,EX,Faint,GIA,None,None,12500,13375,-53,5876,6287,60,2,9,2,1,2,6.62 x 6.58 x 4.02,1.01,56,61,,Minor details of polish are not shown.,None,None,None,None,None,None,None,34,14.5,40.8,43,1.05-1.09,India,34,3,164,0,,22
14968347,7516473743,41081-48,Round,1.09,E,VVS1,EX,EX,EX,None,GIA,None,None,11100,12099,-38,6883,7502,32,6,13,2,3,4,6.59 x 6.56 x 4.11,1,57,62.6,"pinpoint, feather","Additional pinpoints, clouds and surface graining are not shown.",None,None,Light,V Light,None,None,None,34.5,14.5,41.4,44,1.05-1.09,India,54,6.3,52.3,3,needs,22
14767499,2516507061,41090-28,Round,1.08,E,VVS1,EX,EX,EX,Strong,GIA,None,None,11100,11988,-61,4330,4676,60,2,28,2,3,4,6.58 x 6.55 x 4.09,1,59,62.4,pinpoint,Surface graining is not shown.,None,None,V Light,None,None,None,None,34,14,41.8,44.5,1.05-1.09,India,84,6.3,52.3,3,needs,22
15084103,5516729015,41137-74,Round,1.09,E,VVS2,EX,EX,EX,None,GIA,None,None,9300,10137,-42,5395,5880,25,11,14,1,5,5,6.65 x 6.61 x 4.07,1.01,57,61.3,"pinpoint, needle, cloud",Additional pinpoints are not shown. Surface graining is not shown.,V Light,V Light,V Light,Light,None,None,None,35,15,40.8,43,1.05-1.09,India,77,5,50.5,3,needs,22
14899787,7516485684,41090-19,Round,1.06,E,VS1,EX,EX,EX,Faint,GIA,None,None,7900,8374,-51,3872,4104,40,5,26,2,3,3,6.53 x 6.48 x 4.06,1.01,59,62.4,"crystal, needle, pinpoint",Additional pinpoints are not shown.,Light,None,V Light,V Light,None,None,None,34,14,41.6,44.5,1.05-1.09,India,135,2.3,113.2,1,needs,4.5
14541673,7511223686,41037-29,Round,1.08,E,VS1,EX,EX,EX,None,GIA,None,None,7900,8532,-48,4108,4437,97,2,19,2,3,3,6.53 x 6.48 x 4.06,1.01,58,62.4,"crystal, feather, needle",Pinpoints are not shown.,Light,None,Light,Light,None,None,None,36,15.5,40.8,43,1.05-1.09,India,102,2.3,113.2,1,needs,4.5
14218314,6501813339,31224-19,Round,1.09,E,VS2,EX,EX,EX,None,GIA,None,None,6600,7194,-49,3366,3669,154,4,16,2,3,4,6.65 x 6.62 x 4.04,1,59,61,"crystal, feather, cloud, needle","Additional clouds, pinpoints and internal graining are not shown.",Light,Light,Light,Light,None,None,None,34,14,41,43,1.05-1.09,India,170,2.1,101.6,1.5,needs,4.5
14967986,6512715512,41137-29,Round,1.09,E,VS2,EX,EX,EX,None,GIA,None,None,6600,7194,-44,3696,4029,32,14,16,2,3,4,6.57 x 6.53 x 4.10,1.01,56,62.7,"cloud, crystal, feather, needle",Additional clouds are not shown. Pinpoints are not shown.,Light,Light,Light,Light,None,None,None,35.5,15.5,40.6,43,1.05-1.09,India,170,2.1,101.6,1.5,needs,4.5
14731816,1515424045,41062-22,Round,1.05,F,VVS2,EX,EX,EX,Faint,GIA,None,None,8400,8820,-52,4032,4234,67,1,12,1,1,3,6.50 x 6.45 x 4.03,1.01,56,62.2,"pinpoint, needle",Additional pinpoints are not shown.,V Light,V Light,V Light,V Light,None,None,None,35,15.5,40.6,43,1.05-1.09,India,143,6.3,49.4,1.5,needs,22
